id,language,clean_text,task1,task2,emotion
828,en,works for far better than ugly girl using pretty card would let move in and pay all the bills just cause ur so sexy but ugly chic would have to help pay bills and actually like me lol,sexist,objectification,joy
829,en,yeah she didnt do anything it just dropped on vernon slag imacelebrity,sexist,stereotyping-dominance,anger
830,en,was called white slag amp white as they beat me they made it clear that because was nonmuslim amp not virgin amp because didnt dress modestly that they believed deserved to be punished they said had to obey or be beaten,sexist,misogyny-non-sexual-violence,anger
831,en,they all say theyre like in their bio though so im hoping theyll grow out of hating women,non-sexist,non-sexist,anger
832,en,non-sexist,non-sexist,non-sexist,anger
833,en,awwdid the truth hurt your poor fragile feminazi ego,sexist,ideological-inequality,sadness
834,en,if whiskey dont kill me then dont know what willi go to some barroomand drink with friendswhere the women cant followand see what spendgod bless them pretty womeni wish they was minetheir breath is as sweetthe dew on the vine,non-sexist,non-sexist,joy
835,en,shes skank,sexist,misogyny-non-sexual-violence,fear
836,en,listen to cardi doesnt make you western when you look down at and call girls who like sex whore,sexist,stereotyping-dominance,anger
837,en,theres fic of him getting gangbanged slimes,non-sexist,non-sexist,anger
838,en,sex for women feels anything like when put qtips in ears dont even blame yall for being hoes,sexist,objectification,sadness
839,en,dear continue to appreciate ur husband you can never have anoda best husband like this cause he was able to put smile on your facei didnt cook today but at least am grateful to god almighty for life alone dont listen to those fault finders its their mouth let them use it,non-sexist,non-sexist,joy
840,en,not prude or anything and adults can enjoy fantasy but the widespread adversarial dynamic in the mainstream worries me seems men are always tricking women into sex or exploiting women whats wrong with two hot people make each other feel good,sexist,sexual-violence,joy
841,en,women spend their twenties riding the cock carousel and then return to christ and pretend like they arent whores lmfao,sexist,misogyny-non-sexual-violence,joy
842,en,youre smoking big ass joints with bikers and getting gangbanged is not mood,non-sexist,non-sexist,anger
843,en,new raccoon print dress from modcloth arrived today and its glorious said look like crazy lady,non-sexist,non-sexist,joy
844,en,1,sexist,objectification,fear
845,en,homer is driving drunk and has collided with woman singer,non-sexist,non-sexist,anger
846,en,this cock block of pandemic needs to just get already,non-sexist,non-sexist,fear
847,en,asked lana about her new character in women kill rita castillo and told her that couldnt wait to see the outfits and the hair styles and she said look at these are her nails lanaparrilla,non-sexist,non-sexist,anger
848,en,miley cyrus more daring than ever in graphic tee sheer tights,sexist,objectification,joy
849,en,how about if this was predating and sho finally finds it in him to ask sero out and when they finally fuck wsero awake this time the ravenette falls apart so pretty but afterwards hes likethat didnt hurt like thought it wouldthats,non-sexist,non-sexist,sadness
850,en,the women that yall can move money alone are broke or lazy and thats all gotta say about that yall flash money and then attractmoney hungry lazy ass women wow shocker,sexist,objectification,sadness
851,en,guy would actually knowing you guys were going at it like bunnies only recently and now remaining friends you may call me sexist but think you have your part to play in this maybe stop seeing masses dude for while la everythings new and precarious now,non-sexist,non-sexist,fear
852,en,secondary sex characteristics can usually be accurately used the human eye to quickly distinguish between men amp women but these visual cues arent foolproof amp they dont define sex for example caster semenya is an intersex woman who looks male but is actually female,non-sexist,non-sexist,joy
853,en,this woman is sweetheart cant how yall do her like that,non-sexist,non-sexist,love
854,en,being cock tease gets you no where,sexist,sexual-violence,anger
855,en,you look like bitch,sexist,sexual-violence,joy
856,en,fuck me like the slut am,sexist,sexual-violence,anger
857,en,slut shaming,sexist,misogyny-non-sexual-violence,anger
858,en,interestingly good part of the women who have an abortion are antichoice meaning theyre only opposed to other women having choice,non-sexist,non-sexist,joy
859,en,hold them to this high of degree or pedestal just because they decide to change their body plus size bodies matter period any womanperson losing weight doesnt take away from that fact,non-sexist,non-sexist,sadness
860,en,if you need man can find you one,non-sexist,non-sexist,joy
861,en,well yeah ofcourse youll cook for him hell be your husband after all,sexist,stereotyping-dominance,joy
862,en,cousin was literally just chewing gum in iraq and her dad says spit it out you look like whore asking for it did guy forget thats his daughter like wheres the respect,sexist,objectification,anger
863,en,game journalists are already having caniption with the success of cyberpunk and the game isnt even fully out yet less than three days away if you live in the timezones and already the media is accusing buyers as bringing back gamergategood journos no more,non-sexist,non-sexist,anger
864,en,man hate bitchesyour point is invalid you cant even address women the correct way,sexist,misogyny-non-sexual-violence,anger
865,en,woman shouldnt be cast away for profiting off their bodies theyve been condemned to give it away for free until very recently in human history,sexist,objectification,anger
